12,"select substring (Name, #, #) as FL from chinook.Artist"
2019-04-20 10:45:00,1
2019-04-20 10:46:00,1
2019-04-20 10:47:00,2
2019-04-20 10:49:00,5
2019-04-20 10:50:00,3
