3,"SELECT a.objID, a.l, a.b, f.profMean into mydb.MyTable from PhotoObjAll as a JOIN PhotoProfile as f ON a.objID = f.objID WHERE a.b > # AND a.b < # AND a.l > # AND a.l < # AND f.profMean < # AND f.bin = # AND f.band = #"
2019-12-02 16:12:00,1
2019-12-02 16:14:00,1
2019-12-02 16:19:00,1
