9,SELECT specsfr_tot_p5#
2019-10-16 17:58:00,1
2019-10-16 21:56:00,1
2019-10-17 17:06:00,3
2019-10-17 17:09:00,1
2019-10-17 17:18:00,1
2019-12-04 16:02:00,2
