9,select top # * from [SDSSphotDR1#_WISExmatch]
2019-01-20 00:00:00,1
2019-01-20 00:08:00,1
2019-01-20 00:29:00,1
2019-01-20 10:21:00,1
2019-01-23 00:56:00,1
2019-01-31 11:28:00,1
2019-01-31 11:35:00,1
2019-02-19 09:05:00,2
