3,"SELECT p.objId, p.ra, p.dec, p.petror9#_r, p.expAB_r, s.z, s.plate, p.mjd, s.fiberid, pz.absMagU as u, pz.absMagG as g, pz.absMagR as r, pz.absMagI as i FROM galaxy AS p JOIN SpecObj AS s ON s.bestobjid = p.objid JOIN Photoz as pz ON pz.objID = p.objID WHERE p.petror9#_r > # and p.ra between # and # and s.z < # and p.g < #"
2019-11-26 07:52:00,1
2019-11-26 09:41:00,1
2019-11-26 09:43:00,1
