2,"SELECT SPA.SpecObjID, SPA.z, SPA.ra, SPA.dec, GZ.t0#_bar_a0#_bar_weighted_fraction, GZ.t0#_bar_a0#_no_bar_weighted_fraction, GZ.t0#_spiral_a0#_spiral_weighted_fraction, GZ.t0#_odd_feature_a2#_merger_weighted_fraction, GZ.t0#_rounded_a1#_cigar_shaped_weighted_fraction into mydb.morphos from SpecPhotoAll as SPA, dbo.zoo2MainSpecz as GZ WHERE SPA.z > = # and SPA.z < = # and SPA.petroMag_r < = # and SPA.SpecObjID = GZ.specobjid"
2019-12-19 07:42:00,1
2019-12-19 07:45:00,1
