2,"SELECT A.name as cscname, A.obsid, X.objid as dr1#objid, A.ra AS ra_csc, A.dec AS dec_csc, A.err_ellipse_r0, A.err_ellipse_r1, A.err_ellipse_ang, A.major_axis_b, A.significance, A.flux_aper_b, A.flux_aper_lolim_b, A.flux_aper_hilim_b, A.ra_aper9#_b, A.dec_aper9#_b, A.mjr_axis_aper9#_b, A.mnr_axis_aper9#_b, A.pos_angle_aper9#_b, A.powlaw_gamma, A.mjr_axis1_aper9#bkg_b, A.mjr_axis2_aper9#bkg_b, X.distance, B.ra AS ra_sdss, B.dec AS dec_sdss, B.raErr AS raerr_sdss, B.decErr AS decerr_sdss, B.z, B.zErr, C.class, C.subClass, D.z as photoz, D.zErr as photozerr, G.petroMag_u, G.petroMagErr_u, G.petroMag_g, G.petroMagErr_g, G.petroMag_r, G.petroMagErr_r, G.petroMag_i, G.petroMagErr_i, G.petroMag_z, G.petroMagErr_z, G.petroRad_u, G.petroRadErr_u, G.petroRad_g, G.petroRadErr_g, G.petroRad_r, G.petroRadErr_r, G.petroRad_i, G.petroRadErr_i, G.petroRad_z, G.petroRadErr_z, G.run, s.rerun, G.camcol, G.field, G.obj, G.nMgyPerCount_u, G.nMgyPerCount_g, G.nMgyPerCount_r, G.nMgyPerCount_i, G.nMgyPerCount_z, D.kcorrU, D.kcorrG, D.kcorrR, D.kcorrI, D.kcorrZ, E.bptclass, F.ra as FIRST_ra, F.dec as FIRST_dec, F.warning as FIRST_warning, F.peak as FIRST_peak, F.integr as FIRST_integr, F.rms as FIRST_rms, F.major as FIRST_major, F.minor as FIRST_minor, F.pa as FIRST_pa, F.skyrms as FIRST_skyrms FROM MyDB.CSCv2_v6 AS A CROSS APPLY dbo.fGetNearestObjEq (A.ra, A.dec, #/#.) AS X JOIN SpecPhoto AS B ON X.objid = B.objid JOIN SpecObj as C ON B.specObjID = C.specObjID JOIN PhotoObj as G on X.objid = G.objid LEFT JOIN Photoz AS D ON X.objid = D.objid LEFT JOIN galSpecExtra as E on B.specObjID = E.specObjID LEFT JOIN FIRST as F ON X.objID = F.objid WHERE C.class = # INTO MyDB.CSCv2_v6_SDSSDR1#SpecPhotoGal"
2019-12-20 13:02:00,1
2019-12-20 13:03:00,1
