3,"SELECT t.objid , t.thingid, t.ndetect, t.ra, t.dec from thingIndex t, dbo.fgetNearByObjEq (#, #, #) n where t.objid = n.objid"
2019-01-15 09:42:00,1
2019-03-05 13:34:00,1
2019-12-10 14:50:00,1
