2,"SELECT mjd, plate, fiberID, ra, dec, targetType, sourceType, z, zErr, zWarning into mydb.NOT_SKY from SpecObjAll WHERE z> =# AND z< # AND plate> #"
2019-11-18 16:31:00,1
2019-11-18 16:32:00,1
