17,select * from query_SRGb0#
2019-01-18 09:28:00,1
2019-01-18 09:29:00,2
2019-01-18 09:30:00,2
2019-01-18 09:31:00,4
2019-01-18 09:32:00,3
2019-01-18 09:33:00,2
2019-01-18 09:34:00,3
