10,"SELECT TOP # s.plate, s.mjd, s.fiberid FROM ..SpecObj as s JOIN dbo.fGetObjFromRect (#, #, #, #) AS b ON s.bestobjid = b.objID WHERE s.zWarning = # AND (s.class = #)"
2019-03-18 10:43:00,1
2019-03-20 13:16:00,1
2019-05-11 01:10:00,1
2019-06-19 23:37:00,2
2019-10-29 09:44:00,1
2019-10-29 19:34:00,1
2019-10-29 19:38:00,1
2019-10-31 15:53:00,1
2019-11-08 16:37:00,1
