51,select * from Field where fieldId =
2019-01-22 21:06:00,1
2019-02-01 12:24:00,1
2019-02-09 08:01:00,1
2019-02-27 17:00:00,1
2019-02-27 17:07:00,1
2019-02-28 01:57:00,1
2019-03-03 12:56:00,1
2019-03-07 07:17:00,1
2019-03-13 19:25:00,1
2019-03-21 15:24:00,1
2019-03-22 05:08:00,1
2019-03-23 00:09:00,1
2019-03-28 14:20:00,1
2019-04-22 21:11:00,1
2019-04-26 17:10:00,1
2019-04-28 22:26:00,1
2019-05-24 20:51:00,1
2019-05-28 18:11:00,1
2019-06-03 12:36:00,1
2019-06-09 03:44:00,1
2019-06-09 03:46:00,1
2019-06-09 04:08:00,1
2019-06-09 04:19:00,1
2019-06-09 04:45:00,1
2019-06-09 04:48:00,1
2019-06-18 15:38:00,1
2019-06-22 21:38:00,1
2019-07-11 09:18:00,1
2019-07-11 17:24:00,1
2019-07-22 09:54:00,1
2019-07-24 06:30:00,1
2019-07-29 09:33:00,1
2019-08-09 18:15:00,1
2019-08-23 19:40:00,1
2019-08-23 20:04:00,1
2019-09-06 06:21:00,1
2019-09-11 04:43:00,1
2019-09-14 13:05:00,1
2019-10-06 15:04:00,1
2019-10-18 15:20:00,1
2019-10-20 08:46:00,1
2019-10-20 21:13:00,1
2019-11-02 19:58:00,1
2019-11-14 21:57:00,1
2019-12-07 14:55:00,1
2019-12-07 15:29:00,1
2019-12-07 15:53:00,1
2019-12-11 04:15:00,1
2019-12-16 06:57:00,1
2019-12-16 16:28:00,1
2019-12-18 15:29:00,1
