12,"SELECT objid, ra, dec, modelmag_u, modelmag_g, modelmag_i, modelmag_r, modelmag_z FROM galaxy AS g WHERE modelmag_r < # AND ra BETWEEN # AND # AND dec between # and #"
2019-09-25 15:43:00,1
2019-09-26 02:26:00,1
2019-09-26 02:28:00,1
2019-09-27 12:07:00,1
2019-09-27 12:11:00,1
2019-09-27 12:14:00,1
2019-12-10 12:15:00,1
2019-12-10 12:16:00,1
2019-12-10 12:37:00,1
2019-12-10 12:38:00,1
2019-12-11 12:23:00,1
2019-12-11 12:25:00,1
