4,"SELECT TOP # p.run, p.rerun, p.camCol, p.field, p.obj FROM ..PhotoObj AS p JOIN dbo.fGetNearbyObjEq (#, #, #) AS b ON b.objID = P.objID WHERE (p.type = # OR p.type = # OR p.type = # OR p.type = #)"
2019-11-21 16:16:00,1
2019-11-21 16:28:00,1
2019-11-21 16:49:00,2
