5,"select top # p.objid as name, p.ra, p.dec from photoobj p where (p.u BETWEEN # AND #)"
2019-03-26 07:52:00,1
2019-05-21 19:20:00,1
2019-07-25 01:54:00,1
2019-08-25 12:20:00,1
2019-08-28 17:03:00,1
