8,update batch.servers
2019-04-08 12:12:00,2
2019-04-24 11:17:00,1
2019-10-30 11:11:00,1
2019-10-30 13:18:00,1
2019-12-07 10:50:00,1
2019-12-07 10:52:00,1
2019-12-07 12:39:00,1
