12,"SELECT TOP # g.lgm_tot_p5#, p.devRad_u, p.devRadErr_u, s.z as redshift, p.ra, p.dec, s.class, p.fracDev_u, Z.p_cs_debiased, Z.p_el_debiased FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid JOIN galSpecExtra AS g ON g.specobjid = s.specobjid JOIN zooSpec AS Z ON Z.specobjid = s.specobjid WHERE s.z BETWEEN # AND # AND g.lgm_tot_p5# > # AND p.fracDev_u = # AND Z.p_cs_debiased = # AND s.class = #"
2019-12-08 14:31:00,1
2019-12-08 14:33:00,3
2019-12-08 14:34:00,1
2019-12-08 14:42:00,3
2019-12-08 14:43:00,3
2019-12-08 15:05:00,1
