9,select count (*) into mydb.test from DR1#.PhotoObjAll p where
2019-07-08 09:18:00,2
2019-07-08 10:00:00,2
2019-07-08 10:01:00,2
2019-07-08 10:02:00,2
2019-07-08 10:04:00,1
