8,select top # * from [stripe8#]
2019-04-19 17:59:00,1
2019-06-17 07:04:00,1
2019-06-17 07:09:00,1
2019-06-17 07:12:00,3
2019-06-17 07:15:00,1
2019-10-04 07:01:00,1
