578,"SELECT TOP # p.objid, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetObjFromRect (#, #, #, #) n, PhotoPrimary p WHERE n.objID = p.objID"
2019-01-01 02:02:00,1
2019-01-01 10:49:00,1
2019-01-02 01:01:00,1
2019-01-02 02:32:00,1
2019-01-02 04:00:00,1
2019-01-02 04:02:00,1
2019-01-02 04:04:00,1
2019-01-02 04:06:00,1
2019-01-02 04:08:00,1
2019-01-02 04:09:00,1
2019-01-03 02:38:00,1
2019-01-03 20:42:00,1
2019-01-07 23:37:00,1
2019-01-08 02:17:00,1
2019-01-08 07:24:00,1
2019-01-08 18:53:00,1
2019-01-14 04:04:00,1
2019-01-24 14:29:00,1
2019-01-26 23:36:00,1
2019-01-26 23:48:00,1
2019-01-26 23:51:00,1
2019-01-27 23:39:00,1
2019-01-28 16:54:00,1
2019-01-28 20:43:00,2
2019-01-28 22:36:00,1
2019-01-30 07:42:00,1
2019-01-30 08:37:00,1
2019-01-30 09:31:00,1
2019-01-30 11:39:00,1
2019-01-30 13:42:00,1
2019-02-01 11:16:00,1
2019-02-01 11:25:00,1
2019-02-01 11:26:00,1
2019-02-04 02:58:00,1
2019-02-04 15:21:00,1
2019-02-05 03:59:00,1
2019-02-05 04:20:00,1
2019-02-05 04:39:00,1
2019-02-05 04:44:00,1
2019-02-05 10:56:00,1
2019-02-05 14:22:00,1
2019-02-06 03:29:00,1
2019-02-11 20:03:00,1
2019-02-11 20:13:00,1
2019-02-11 20:38:00,1
2019-02-12 20:22:00,1
2019-02-14 11:52:00,1
2019-02-17 07:28:00,1
2019-02-17 07:29:00,1
2019-02-17 09:12:00,1
2019-02-17 12:09:00,1
2019-02-17 12:16:00,1
2019-02-17 12:22:00,1
2019-02-17 18:04:00,1
2019-02-20 05:28:00,1
2019-02-22 11:31:00,1
2019-02-22 11:32:00,1
2019-02-24 04:46:00,1
2019-02-26 03:37:00,1
2019-02-26 15:32:00,1
2019-02-27 17:51:00,1
2019-02-27 18:30:00,1
2019-02-28 01:01:00,1
2019-02-28 01:03:00,2
2019-02-28 03:57:00,1
2019-02-28 09:22:00,1
2019-02-28 18:47:00,1
2019-03-01 18:19:00,1
2019-03-01 20:34:00,1
2019-03-01 22:26:00,1
2019-03-02 23:38:00,1
2019-03-03 04:03:00,1
2019-03-03 11:37:00,1
2019-03-04 08:54:00,1
2019-03-05 23:12:00,1
2019-03-05 23:25:00,1
2019-03-07 14:50:00,1
2019-03-07 16:39:00,1
2019-03-08 22:57:00,1
2019-03-08 23:03:00,1
2019-03-09 12:58:00,1
2019-03-10 03:17:00,1
2019-03-23 14:52:00,1
2019-03-23 23:46:00,1
2019-03-25 03:04:00,1
2019-03-25 09:32:00,1
2019-03-25 15:59:00,1
2019-03-26 11:55:00,1
2019-03-27 13:44:00,1
2019-03-31 01:28:00,1
2019-04-03 22:06:00,1
2019-04-04 19:46:00,1
2019-04-05 09:01:00,1
2019-04-06 00:59:00,2
2019-04-07 01:14:00,1
2019-04-07 11:34:00,1
2019-04-07 19:58:00,1
2019-04-08 08:53:00,1
2019-04-11 02:23:00,1
2019-04-11 08:48:00,1
2019-04-11 09:10:00,1
2019-04-11 18:32:00,1
2019-04-14 13:54:00,1
2019-04-17 23:46:00,1
2019-04-18 04:18:00,1
2019-04-18 10:48:00,1
2019-04-18 11:13:00,1
2019-04-22 20:31:00,1
2019-04-23 00:17:00,1
2019-04-26 08:30:00,1
2019-04-28 04:18:00,1
2019-04-29 21:54:00,1
2019-04-30 12:17:00,1
2019-04-30 19:54:00,1
2019-05-01 18:17:00,1
2019-05-01 18:23:00,1
2019-05-01 18:25:00,1
2019-05-04 07:33:00,1
2019-05-04 14:09:00,1
2019-05-06 09:35:00,1
2019-05-07 10:59:00,1
2019-05-08 08:15:00,1
2019-05-12 00:36:00,1
2019-05-13 22:17:00,1
2019-05-15 04:07:00,1
2019-05-15 15:15:00,1
2019-05-16 01:15:00,1
2019-05-16 13:52:00,1
2019-05-17 05:35:00,1
2019-05-17 05:39:00,1
2019-05-17 12:42:00,1
2019-05-20 17:05:00,1
2019-05-21 07:33:00,1
2019-05-21 20:21:00,1
2019-05-21 21:57:00,1
2019-05-22 12:34:00,1
2019-05-22 23:25:00,1
2019-05-25 04:15:00,1
2019-05-25 08:07:00,1
2019-05-25 13:42:00,1
2019-05-26 13:57:00,1
2019-05-26 14:05:00,1
2019-05-26 14:09:00,1
2019-05-28 19:24:00,1
2019-05-29 17:34:00,1
2019-05-30 08:28:00,1
2019-05-31 15:48:00,2
2019-05-31 20:27:00,1
2019-06-02 03:14:00,1
2019-06-03 11:43:00,1
2019-06-05 21:02:00,1
2019-06-06 12:46:00,1
2019-06-06 12:53:00,1
2019-06-06 13:10:00,1
2019-06-06 15:16:00,1
2019-06-07 13:18:00,1
2019-06-08 14:25:00,1
2019-06-09 07:35:00,1
2019-06-09 08:03:00,1
2019-06-09 08:06:00,1
2019-06-09 08:14:00,1
2019-06-09 08:21:00,1
2019-06-09 08:23:00,1
2019-06-09 08:27:00,1
2019-06-09 08:30:00,1
2019-06-09 08:32:00,1
2019-06-09 08:40:00,1
2019-06-09 08:43:00,1
2019-06-09 08:45:00,1
2019-06-09 08:50:00,1
2019-06-09 09:05:00,1
2019-06-09 09:25:00,1
2019-06-09 10:22:00,1
2019-06-10 08:59:00,1
2019-06-10 09:01:00,1
2019-06-10 09:03:00,1
2019-06-10 09:05:00,1
2019-06-10 09:07:00,1
2019-06-10 09:08:00,1
2019-06-10 09:09:00,1
2019-06-10 09:10:00,1
2019-06-10 09:11:00,1
2019-06-10 09:13:00,1
2019-06-10 09:14:00,1
2019-06-10 18:10:00,1
2019-06-10 19:25:00,1
2019-06-12 08:11:00,1
2019-06-12 08:30:00,1
2019-06-13 14:10:00,1
2019-06-14 09:23:00,1
2019-06-14 16:53:00,1
2019-06-16 05:32:00,1
2019-06-17 00:04:00,1
2019-06-17 00:07:00,1
2019-06-17 00:10:00,1
2019-06-17 10:36:00,1
2019-06-17 11:00:00,1
2019-06-17 18:39:00,1
2019-06-18 19:13:00,1
2019-06-19 05:42:00,1
2019-06-20 04:22:00,1
2019-06-25 02:52:00,1
2019-06-25 04:20:00,1
2019-06-26 07:13:00,1
2019-06-26 11:28:00,1
2019-06-26 21:15:00,1
2019-06-26 21:24:00,1
2019-06-27 03:47:00,1
2019-06-29 01:14:00,1
