15,select count (*) from galaxy where ra < # and ra > #
2019-09-02 08:34:00,1
2019-09-05 14:51:00,2
2019-09-05 14:55:00,2
2019-09-05 14:57:00,1
2019-09-05 14:59:00,3
2019-09-05 15:02:00,2
2019-09-05 15:03:00,2
2019-09-05 15:06:00,1
2019-09-05 15:15:00,1
