2,"SELECT objID, deVMag_u, deVMag_g, deVMag_r, deVMag_i, deVMagErr_u, deVMagErr_g, deVMagErr_r, deVMagErr_i, extinction_u, extinction_g, extinction_r, extinction_i, deVRad_i, deVRadErr_i FROM PhotoObjAll WHERE objID IN ()"
2019-03-20 17:29:00,1
2019-03-20 17:37:00,1
