3,"SELECT p.specObjID, p.mjd, p.plate, p.fiberID, p.z, p.ra, p.dec into mydb.MyTable_# from SpecObj as p JOIN MyDB.MyTable_# as t on p.specObjID = t.specObjID"
2019-05-09 04:28:00,1
2019-05-09 04:30:00,1
2019-05-09 04:32:00,1
