13,select * into mydb.test1# from mydb.OpenSN t
2019-03-19 10:27:00,1
2019-03-21 18:44:00,2
2019-03-21 18:46:00,2
2019-03-21 18:49:00,2
2019-03-21 18:50:00,2
2019-03-22 10:00:00,4
