2,"SELECT ra, dec, dered_u, dered_g, dered_r, dered_i, dered_z, type = #, clean = # into mydb.Area1Phys3# from PhotoObjAll Where ra> # and ra< # and dec> # and dec< # And dered_u< # and dered_u> #"
2019-05-11 14:24:00,1
2019-05-11 14:25:00,1
