8,select top # * from [TDEfield]
2019-07-30 10:51:00,1
2019-07-30 11:53:00,1
2019-08-23 11:34:00,1
2019-08-23 11:38:00,2
2019-08-23 11:41:00,1
2019-09-18 16:53:00,1
2019-09-23 10:36:00,1
