9,select count (*) into mydb.MyTable_# from photoprimary p
2019-12-08 08:22:00,1
2019-12-08 08:54:00,1
2019-12-09 00:38:00,2
2019-12-10 10:12:00,1
2019-12-10 10:13:00,1
2019-12-10 10:15:00,1
2019-12-11 01:24:00,2
