18,"SELECT objID, ra, dec, modelMag_g, modelMagErr_g, modelMag_r, modelMagErr_r, modelMag_i, modelMagErr_i into mydb.MyTable_# from PhotoObj WHERE (ra between # and #) and (dec between # and #)"
2019-06-19 03:25:00,1
2019-06-19 03:47:00,1
2019-06-19 03:48:00,1
2019-06-19 03:49:00,1
2019-06-19 03:53:00,1
2019-06-19 03:54:00,2
2019-06-19 03:56:00,1
2019-06-19 04:10:00,1
2019-06-19 04:22:00,1
2019-06-19 04:23:00,4
2019-06-19 04:24:00,3
2019-06-19 04:26:00,1
