5,"select s.objid, s.ra, s.dec, s.u, s.g, s.err_g, s.r, s.err_r, s.i, s.err_i, s.z, s.g-s.r as g_minus_r, s.type into mydb.MyTable2 from star s, dbo.fGetNearbyObjEq (#, #, #) n where s.objid = n.objid and s.type = # and s.err_r< # and s.r< #"
2019-10-02 10:16:00,1
2019-10-02 12:08:00,1
2019-10-02 12:09:00,1
2019-10-02 12:14:00,1
2019-10-02 12:15:00,1
