10,"select p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, s.z as redshift, s.specobjid from galaxy p, specobj s, dbo.fgetNearByObjEq (#, #, #) n where p.objid = s.bestobjid and p.objid = n.objid and s.bestobjid = n.objid and s.z BETWEEN # AND #"
2019-12-13 12:22:00,1
2019-12-13 12:23:00,1
2019-12-13 12:30:00,1
2019-12-13 12:43:00,1
2019-12-13 12:44:00,1
2019-12-13 12:45:00,1
2019-12-13 12:47:00,1
2019-12-13 12:52:00,1
2019-12-13 13:03:00,1
2019-12-13 13:05:00,1
