19,select top # * from [MyFirstTable]
2019-03-26 17:48:00,1
2019-04-26 03:35:00,1
2019-05-02 08:37:00,1
2019-06-10 11:38:00,1
2019-06-10 11:41:00,1
2019-09-26 14:40:00,1
2019-10-08 10:46:00,1
2019-10-08 12:02:00,2
2019-10-08 13:30:00,1
2019-10-09 09:47:00,1
2019-10-12 11:50:00,1
2019-10-15 00:50:00,1
2019-10-15 00:59:00,1
2019-10-17 05:31:00,1
2019-10-25 09:53:00,1
2019-10-29 06:58:00,1
2019-12-04 16:46:00,1
2019-12-04 16:49:00,1
