10,select top # * from [SpecPhotoAll_tab]
2019-05-10 13:35:00,1
2019-05-10 13:36:00,1
2019-05-14 13:28:00,1
2019-07-23 13:45:00,1
2019-07-23 13:46:00,1
2019-07-25 09:13:00,2
2019-09-25 13:27:00,1
2019-12-02 14:43:00,2
