15,"SELECT TOP # s.plate, s.mjd, s.fiberid FROM ..SpecObj as s WHERE s.zWarning = # AND (s.class = #) AND (s.primTarget & (dbo.fPrimTarget (#) ) > #)"
2019-01-18 22:05:00,1
2019-02-27 14:22:00,1
2019-10-19 01:31:00,1
2019-10-24 17:16:00,1
2019-10-25 01:59:00,1
2019-10-27 02:30:00,1
2019-10-29 15:49:00,1
2019-10-30 00:15:00,1
2019-10-30 01:11:00,1
2019-10-31 12:52:00,1
2019-10-31 13:28:00,1
2019-10-31 13:34:00,1
2019-11-09 02:04:00,1
2019-12-05 02:34:00,1
2019-12-14 01:23:00,1
