2,"select v.[name] as viewname, s.[name] as [schema] from sys.views as v, sys.schemas as s where v.schema_id = s.schema_id --and s.[name] = # Select plate, MJD, fiberID from specobjall where class = # and subClass = #"
2019-10-07 03:43:00,1
2019-10-07 03:44:00,1
