2,"select top # spec.specObjID, spec.z, spec.zErr, spec.img from Galaxy as G join SpecObjAll as spec on spec.specObjID = G.specObjID where (spec.z between # and #) and spec.zWarning = # and spec.targetType = # and spec.instrument = # and spec.zErr < #"
2019-01-18 18:33:00,1
2019-01-18 18:43:00,1
