24,"SELECT SUBSTRING (Name, #, #) AS Initial from chinook.Track"
2019-04-22 18:58:00,1
2019-04-22 19:09:00,3
2019-04-22 19:15:00,1
2019-04-22 19:16:00,1
2019-04-22 19:17:00,1
2019-04-22 19:18:00,1
2019-04-22 19:19:00,2
2019-04-22 19:20:00,3
2019-04-22 19:21:00,3
2019-04-22 19:22:00,2
2019-04-22 19:23:00,2
2019-04-22 19:24:00,2
2019-04-24 15:18:00,1
2019-04-24 15:21:00,1
