2,"SELECT count (z) , min (z) , specObjID, subclass, z, snMedian, dbo.fGetUrlFitsSpectrum (specObjID) as spectrumURL FROM specObj WHERE subclass = # and zWarning = #"
2019-08-08 07:45:00,1
2019-08-08 07:46:00,1
