111,"SELECT top # p.objid, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetObjFromRect (#, #, #, #) n JOIN PhotoPrimary p ON n.objID = p.objID"
2019-01-08 21:02:00,1
2019-01-13 00:41:00,1
2019-01-13 06:18:00,1
2019-01-15 19:38:00,1
2019-01-16 16:14:00,1
2019-01-19 19:46:00,1
2019-01-21 01:27:00,1
2019-01-25 21:04:00,1
2019-01-29 00:26:00,1
2019-01-29 17:17:00,1
2019-02-07 08:51:00,1
2019-02-10 17:48:00,1
2019-02-14 00:45:00,1
2019-02-17 10:19:00,1
2019-02-23 08:45:00,1
2019-02-26 04:50:00,1
2019-03-08 18:28:00,1
2019-03-11 03:17:00,1
2019-03-17 05:51:00,1
2019-03-21 01:45:00,1
2019-03-23 13:11:00,1
2019-03-29 13:56:00,1
2019-03-30 04:25:00,1
2019-03-30 22:27:00,1
2019-03-31 21:30:00,1
2019-04-05 14:16:00,1
2019-04-05 17:46:00,1
2019-04-09 23:34:00,1
2019-04-12 08:30:00,1
2019-04-14 01:57:00,1
2019-04-19 09:38:00,1
2019-04-21 04:23:00,1
2019-04-21 18:53:00,1
2019-04-23 16:54:00,1
2019-04-26 19:56:00,1
2019-05-02 05:35:00,1
2019-05-03 00:41:00,1
2019-05-08 18:13:00,1
2019-05-14 22:17:00,1
2019-05-15 13:43:00,1
2019-05-21 19:37:00,1
2019-05-25 18:55:00,1
2019-05-28 06:12:00,1
2019-05-29 17:20:00,1
2019-06-02 11:33:00,1
2019-06-06 05:15:00,1
2019-06-07 15:24:00,1
2019-06-11 23:54:00,1
2019-06-14 09:28:00,1
2019-06-18 20:01:00,1
2019-06-23 22:47:00,1
2019-06-26 03:27:00,1
2019-06-28 03:53:00,1
2019-06-28 13:17:00,1
2019-06-28 16:41:00,1
2019-07-02 16:24:00,1
2019-07-08 04:40:00,1
2019-07-08 11:19:00,1
2019-07-10 05:51:00,1
2019-07-12 01:31:00,1
2019-07-14 07:13:00,1
2019-07-19 05:39:00,1
2019-07-23 13:41:00,1
2019-07-26 16:21:00,1
2019-07-28 09:47:00,1
2019-08-02 18:28:00,1
2019-08-06 01:54:00,1
2019-08-09 06:42:00,1
2019-08-09 13:35:00,1
2019-08-17 01:22:00,1
2019-08-21 17:18:00,1
2019-08-27 22:56:00,1
2019-08-30 05:34:00,1
2019-09-02 15:56:00,1
2019-09-02 19:54:00,1
2019-09-05 03:48:00,1
2019-09-06 16:59:00,1
2019-09-07 19:20:00,1
2019-09-08 00:50:00,1
2019-09-11 07:25:00,1
2019-09-12 10:54:00,1
2019-09-18 01:53:00,1
2019-09-19 17:06:00,1
2019-09-19 23:41:00,1
2019-09-21 02:44:00,1
2019-09-22 16:38:00,1
2019-09-26 16:34:00,1
2019-09-30 08:47:00,1
2019-10-06 09:41:00,1
2019-10-08 16:22:00,1
2019-10-09 11:56:00,1
2019-10-11 20:32:00,1
2019-10-14 21:35:00,1
2019-10-18 11:12:00,1
2019-10-23 15:01:00,1
2019-10-25 01:32:00,1
2019-10-29 12:24:00,1
2019-11-02 19:39:00,1
2019-11-05 15:47:00,1
2019-11-13 00:24:00,1
2019-11-19 04:12:00,1
2019-11-20 09:10:00,1
2019-11-28 07:18:00,1
2019-11-29 12:33:00,1
2019-12-05 03:22:00,1
2019-12-07 00:58:00,1
2019-12-13 20:29:00,1
2019-12-18 18:24:00,1
2019-12-20 05:20:00,1
2019-12-25 02:20:00,1
2019-12-28 02:36:00,1
