6,"SELECT TOP # s.plate, s.mjd, s.fiberid, s.z, s.zErr, s.zWarning, s.class, s.elodieSpType, s.subClass FROM ..SpecObj as s WHERE s.zWarning = # AND (s.class = #) AND (s.primTarget & (dbo.fPrimTarget (#) + dbo.fPrimTarget (#) + dbo.fPrimTarget (#) + dbo.fPrimTarget (#) ) = #)"
2019-02-03 21:16:00,1
2019-02-03 21:17:00,1
2019-02-03 21:18:00,1
2019-02-03 21:19:00,1
2019-02-03 21:20:00,1
2019-02-03 21:21:00,1
