12,select top # * from [Field]
2019-03-11 12:38:00,1
2019-03-22 16:45:00,1
2019-04-17 05:59:00,2
2019-04-17 06:27:00,1
2019-06-25 04:50:00,1
2019-07-31 11:54:00,1
2019-09-05 06:35:00,1
2019-09-05 06:37:00,1
2019-09-08 09:59:00,1
2019-09-08 10:13:00,1
2019-09-08 10:16:00,1
