13,select count (*) from specObjAll;
2019-12-03 07:59:00,1
2019-12-03 08:00:00,2
2019-12-03 08:01:00,3
2019-12-03 08:02:00,4
2019-12-03 08:03:00,1
2019-12-03 08:04:00,2
