2,"SELECT m.ra, m.dec, dbo.fGetNearestSpecObjIdEq (m.ra, m.dec, #) as SpecobjID into mydb.WD1Match from MyDB.WD1Coords as m WHERE dbo.fGetNearestSpecObjIdEq (m.ra, m.dec, #) IS NOT #"
2019-03-29 12:52:00,1
2019-03-29 12:56:00,1
