2,"SELECT DISTINCT TOP # po.objid AS phot_id, po.ra AS phot_ra, po.dec AS phot_dec, po.modelmag_i AS modmag_i FROM PhotoPrimary po WHERE po.clean = #"
2019-07-30 15:48:00,1
2019-07-30 15:50:00,1
