2,"SELECT t.objID, t.ra, t.dec, t.g INTO mydb.A7#_fobs FROM dbo.PhotoObjAll as t where SQRT (POWER (( (#-t.ra) *cos ((t.dec) * (#/#) )) , #) + (POWER ((#-t.dec) , #) )) < # and t.g > # and t.g < #"
2019-12-23 00:19:00,1
2019-12-23 00:22:00,1
