2,"select top # L2.ew, L.ew from SpecPhoto as S JOIN SpecLine AS L ON S.SpecObjID = L.SpecObjID JOIN SpecLine AS L2 ON S.SpecObjID = L2.SpecObjID WHERE L.LineId = # and L2.LineId = #"
2019-04-09 19:36:00,1
2019-04-09 19:57:00,1
