23,"SELECT p.objId, p.ra, p.dec, p.petror9#_r, p.expAB_r, p.dered_u as u, p.dered_g as g, p.dered_r as r, p.dered_i as i, s.z, s.plate, s.mjd, s.fiberid, pz.absMagR, pz.absMagG, pz.absMagU, pz.absMagI FROM galaxy AS p JOIN SpecObj AS s ON s.bestobjid = p.objid JOIN Photoz as pz ON pz.objID = p.objID WHERE p.ra between # and # and p.petror9#_r > # and s.z < # and p.g < #"
2019-11-26 10:26:00,1
2019-11-27 06:55:00,1
2019-11-27 09:05:00,1
2019-11-27 12:05:00,1
2019-11-27 14:28:00,1
2019-11-27 15:28:00,1
2019-11-27 16:12:00,1
2019-11-27 16:13:00,1
2019-11-27 16:17:00,1
2019-11-28 07:18:00,1
2019-11-28 07:19:00,1
2019-11-28 07:22:00,1
2019-11-28 11:07:00,1
2019-11-29 08:12:00,1
2019-11-30 07:14:00,1
2019-11-30 07:15:00,1
2019-11-30 09:37:00,1
2019-11-30 09:44:00,1
2019-11-30 09:52:00,1
2019-11-30 12:00:00,1
2019-11-30 12:01:00,1
2019-11-30 12:15:00,1
2019-11-30 12:16:00,1
