7,select top # * from [LRG]
2019-12-02 03:20:00,1
2019-12-02 06:45:00,1
2019-12-02 07:13:00,1
2019-12-02 07:17:00,2
2019-12-04 02:12:00,1
2019-12-13 03:31:00,1
