5,"SELECT TOP # p.ra, p.dec, p.petroMag_u, p.petroMag_g, p.petroMag_r, p.petroMag_i, p.petroMag_z, p.petroMagErr_u, p.petroMagErr_g, petroMagErr_r, p.petroMagErr_i, p.petroMagErr_z, s.class, s.z as redshift, g.oii_#_eqw, g.oii_#_eqw_err, g.oii_#_eqw, g.oii_#_eqw_err, g.h_delta_eqw, g.h_delta_eqw_err, g.h_alpha_eqw, g.h_alpha_eqw_err FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid JOIN galSpecLine AS g ON g.specObjID = s.specobjid WHERE s.class = #"
2019-11-04 09:46:00,1
2019-11-04 09:51:00,1
2019-11-04 09:53:00,1
2019-11-04 10:02:00,1
2019-11-04 10:18:00,1
