54,"SELECT up_id, dbo.fGetNearestSpecObjIdEq (up_ra, up_dec, up_sep) as SpecobjId FROM #upload WHERE dbo.fGetNearestSpecObjIdEq (up_ra, up_dec, up_sep) IS NOT # SELECT TOP # s.ra, s.dec, s.plate, s.mjd, s.fiberid, s.z, s.zErr, s.zWarning, s.class FROM ..SpecObj as s JOIN #x AS x ON x.SpecobjID = s.SpecobjID JOIN #upload AS u ON u.up_id = x.up_id WHERE s.zWarning = # ORDER BY x.up_id"
2019-01-04 04:03:00,1
2019-01-14 09:20:00,1
2019-01-14 09:23:00,1
2019-01-14 09:25:00,1
2019-01-14 09:55:00,1
2019-01-14 09:56:00,1
2019-01-24 07:00:00,1
2019-01-24 07:01:00,1
2019-01-24 07:04:00,1
2019-03-26 11:09:00,1
2019-04-10 10:58:00,1
2019-04-12 18:51:00,1
2019-04-15 09:42:00,1
2019-04-15 10:06:00,1
2019-04-15 10:08:00,1
2019-04-15 10:10:00,1
2019-04-15 10:11:00,1
2019-04-15 10:14:00,1
2019-04-15 10:18:00,1
2019-04-18 13:50:00,2
2019-04-18 13:51:00,1
2019-04-18 13:52:00,1
2019-05-02 08:41:00,2
2019-05-28 08:31:00,3
2019-05-28 08:32:00,2
2019-05-28 10:11:00,1
2019-05-28 10:17:00,1
2019-05-29 06:35:00,2
2019-05-29 06:36:00,1
2019-05-29 06:42:00,1
2019-06-03 18:33:00,1
2019-07-29 12:12:00,1
2019-07-29 12:13:00,1
2019-07-30 09:03:00,1
2019-08-29 19:38:00,1
2019-09-25 20:18:00,1
2019-09-30 12:40:00,1
2019-09-30 12:44:00,1
2019-10-15 08:07:00,1
2019-10-23 20:37:00,1
2019-11-11 20:05:00,1
2019-11-11 20:06:00,1
2019-11-11 20:08:00,1
2019-11-11 20:50:00,1
2019-11-11 20:51:00,1
2019-11-11 20:52:00,1
2019-11-11 20:54:00,1
2019-11-11 20:57:00,1
