18,"SELECT TOP # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, s.specobjid, s.class, s.z as redshift FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE s.z BETWEEN # AND # and s.class = # ORDER BY RAND (s.z)"
2019-03-07 21:48:00,1
2019-03-07 21:49:00,1
2019-03-07 21:50:00,2
2019-03-07 21:51:00,3
2019-03-07 21:52:00,4
2019-03-07 21:58:00,1
2019-03-07 22:15:00,2
2019-03-07 22:16:00,1
2019-03-07 22:17:00,1
2019-03-07 22:21:00,1
2019-03-07 23:59:00,1
