11,SELECT COUNT (*) into mydb.MyTable_# from PhotoObj AS P
2019-05-06 16:46:00,1
2019-05-06 16:51:00,1
2019-05-06 16:53:00,2
2019-05-06 16:55:00,1
2019-05-07 17:17:00,2
2019-05-07 18:03:00,1
2019-05-07 18:27:00,1
2019-05-07 18:44:00,1
2019-05-07 18:53:00,1
