4,"SELECT DISTINCT p.ra, p.dec, p.z FROM PhotoObjAll AS p WHERE ( (p.ra between # and #) and (p.dec between # and #) )"
2019-01-21 10:42:00,1
2019-01-21 11:52:00,1
2019-03-01 14:53:00,1
2019-03-14 22:14:00,1
