6,"SELECT top # p.objID, p.flags FROM photoObj p WHERE (p.flags & dbo.fPhotoFlags (#) ) > #"
2019-09-15 08:50:00,2
2019-09-15 09:00:00,1
2019-09-15 09:02:00,1
2019-09-15 12:31:00,1
2019-09-15 12:41:00,1
