9,SELECT * FROM Area1Phys3#
2019-04-16 03:25:00,1
2019-04-30 07:05:00,1
2019-05-01 08:21:00,1
2019-05-05 15:14:00,1
2019-05-08 18:56:00,2
2019-05-10 17:50:00,1
2019-05-10 17:51:00,1
2019-05-11 14:32:00,1
