9,SELECT count (pz.z)
2019-01-12 04:59:00,1
2019-01-12 05:00:00,1
2019-01-12 05:02:00,1
2019-01-12 05:03:00,3
2019-01-12 05:04:00,2
2019-01-12 05:05:00,1
