4,select top # * from MyShare.thakar.[MSTSouth_Neg_#_#_To_Neg_#_#]
2019-05-01 16:10:00,1
2019-05-01 16:29:00,1
2019-05-02 10:30:00,1
2019-05-02 10:35:00,1
