5,SELECT * FROM [myscratch:default].adfn_specobj_dr1#
2019-12-09 05:37:00,1
2019-12-09 05:38:00,1
2019-12-09 12:58:00,1
2019-12-14 09:46:00,1
2019-12-14 09:51:00,1
