10,"select top # modelmag_g, z from specphoto"
2019-07-15 18:31:00,1
2019-07-15 18:34:00,3
2019-07-15 18:35:00,1
2019-07-15 18:36:00,1
2019-07-15 18:38:00,1
2019-07-15 19:09:00,2
2019-12-16 02:06:00,1
