13,"select top # p.objid as name, p.ra, p.dec from galaxy p, specobj s, dbo.fgetNearByObjEq (#, #, #) n where p.objid = s.bestobjid and p.objid = n.objid and s.bestobjid = n.objid and s.z BETWEEN # AND #"
2019-09-16 04:21:00,1
2019-09-20 02:41:00,1
2019-10-23 12:20:00,1
2019-10-23 12:31:00,1
2019-11-03 06:54:00,1
2019-11-03 06:56:00,2
2019-11-28 16:52:00,1
2019-11-28 16:54:00,1
2019-11-28 16:55:00,1
2019-11-28 16:57:00,1
2019-12-14 14:43:00,1
2019-12-16 18:42:00,1
