4,"select round (p.ra, #) as sdss_ra, round (p.dec, #) as sdss_dec, round (p.psfMag_g, #) as g, round (p.psfMagErr_g, #) as gErr, round (p.psfMag_r, #) as r, round (p.psfMagErr_r, #) as rErr from phototag p, dbo.fGetNearbyObjEq (#, #, #) d where p.objID = d.objID and p.psfMag_g > # and p.psfMag_g < # and p.psfMag_r > # and p.psfMag_r < # and p.type = #"
2019-06-27 06:15:00,1
2019-09-08 10:26:00,1
2019-09-23 13:37:00,1
2019-09-23 13:41:00,1
