2,"SELECT m.objID, s.snMedian into mydb.MyTable_# from mydb.FieldDR1#_Second_Sample_PSM as m, SpecObj as s WHERE m.objID = s.bestObjID"
2019-07-17 13:39:00,1
2019-07-17 13:46:00,1
