11,SELECT TOP # bestobjid
2019-03-17 20:00:00,1
2019-03-17 20:23:00,1
2019-03-22 15:37:00,1
2019-03-29 07:41:00,2
2019-03-29 07:42:00,1
2019-03-29 14:12:00,1
2019-03-29 14:13:00,2
2019-03-29 15:58:00,2
