2,"SELECT TOP # -- dr7cor.dr7objid, p.objid, p.ra, p.dec, p.type, dr7cor.specObjID, p.objid, p.ra, p.dec, p.type, p.deVPhi_r, p.lnLDeV_r, p.expPhi_r, p.lnLExp_r, pz.z AS zphot, pz.zErr AS zphot_err, pz.photoErrorClass AS zphot_errClass INTO mydb.pereyra_ang FROM PhotoObj AS p, Photoz AS pz, MyDB.ids_fil_gxl_pereyra AS ids_pereyra, -- PhotoPrimaryDR7 SpecPhotoAll AS dr7cor WHERE ids_pereyra.OBJID = dr7cor.specObjID --dr7cor.dr7objid AND dr7cor.specObjID = p.objid AND pz.objid = p.objid -- AND dr7cor.dr8objid = p.objid -- AND ids_pereyra.SPECOBJID = dr7cor.dr7objid -- AND ids_pereyra.OBJID = dr7cor.dr7objid --SELECT -- dr7cor.dr7objid, p.objid, p.ra, p.dec, p.type, -- p.deVPhi_r, p.lnLDeV_r, -- p.expPhi_r, p.lnLExp_r, -- pz.z as zphot, -- pz.zErr as zphot_err, -- pz.photoErrorClass as zphot_errClass -- INTO mydb.CG3_ang_zphot -- FROM PhotoObj AS p, Photoz as pz, MyDB.idB_dr6 AS idB_dr6, PhotoPrimaryDR7 AS dr7cor -- WHERE idB_dr6.ObjID_DR6 = dr7cor.dr7objid -- AND dr7cor.dr8objid = p.objid -- AND pz.objid = p.objid"
2019-10-20 15:48:00,1
2019-10-20 15:49:00,1
