7,select top # * from [galSpecExtra]
2019-05-11 19:40:00,1
2019-07-10 05:02:00,1
2019-09-21 18:51:00,1
2019-09-21 18:58:00,1
2019-09-21 19:05:00,1
2019-09-21 19:25:00,1
2019-10-21 06:53:00,1
